"Tail_Number","YEAR","YEAR_MFR","AGE","AIR_TIME","FLIGHTS_ANNUAL","FLIGHTS","DISTANCE","TOT_CARRIER_DELAY","TOT_LATE_AIRCRAFT_DELAY","COUNT_CARRIER_DELAY","COUNT_LATE_AIRCRAFT_DELAY","CARRIER_DELAY_30","LATE_AIRCRAFT_DELAY_30","COUNT_CARRIER_DELAY_30","COUNT_LATE_AIRCRAFT_DELAY_30","COUNT_CARRIER_CANCELLATION","STATE","REGION","TYPE_AIRCRAFT","TYPE_ENGINE","TYPE_REGISTRANT","CARRIER_DELAY_30_RATIO","COUNT_CARRIER_DELAY_30_RATIO","LATE_AIRCRAFT_DELAY_30_RATIO","COUNT_LATE_AIRCRAFT_DELAY_30_RATIO","TOTAL_DELAY_RATE","Proportion_Cancelled"
"77295",2011,2005,6,1014883,942,5844,7719057,2982,2575,109,53,1860,2189,44,31,0,"IL","C",5,5,3,1.97452229299363,0.0467091295116773,2.32377919320595,0.0329087048832272,0.0796178343949045,0
"77295",2012,2005,7,1170137,909,6753,8901959,4281,4504,117,94,3060,3811,50,48,0,"IL","C",5,5,3,3.36633663366337,0.055005500550055,4.19251925192519,0.0528052805280528,0.107810781078108,0
"77295",2013,2005,8,1322016,877,7630,10061944,2787,4220,96,85,1912,3689,49,45,0,"IL","C",5,5,3,2.18015963511973,0.0558722919042189,4.20638540478905,0.0513112884834664,0.107183580387685,0
"77295",2014,2005,9,1488953,976,8606,11338496,3443,5367,146,123,2038,4337,61,59,0,"IL","C",5,5,3,2.08811475409836,0.0625,4.44364754098361,0.0604508196721312,0.122950819672131,0
"77295",2015,2005,10,1602091,680,9286,12210324,3245,5147,112,94,2232,4486,56,42,1,"IL","C",5,5,3,3.28235294117647,0.0823529411764706,6.59705882352941,0.0617647058823529,0.144117647058823,0.000107688994184794
"77295",2018,2005,13,1620297,159,9446,12346021,237,1083,11,12,131,1054,3,7,0,"IL","C",5,5,3,0.823899371069182,0.0188679245283019,6.62893081761006,0.0440251572327044,0.0628930817610063,0
"77295",2019,2005,14,1758551,920,10366,13399032,3438,8276,71,106,3008,7684,40,51,1,"IL","C",5,5,3,3.26956521739131,0.0434782608695652,8.35217391304348,0.0554347826086957,0.0989130434782609,9.64692263168049e-05
"77295",2020,2005,15,1796302,247,10613,13682571,738,1593,15,20,664,1519,7,10,0,"IL","C",5,5,3,2.68825910931174,0.0283400809716599,6.1497975708502,0.0404858299595142,0.0688259109311741,0
"77295",2021,2005,16,1829657,275,10888,13930812,790,1451,23,22,571,1332,11,8,0,"IL","C",5,5,3,2.07636363636364,0.04,4.84363636363636,0.0290909090909091,0.0690909090909091,0
"77295",2022,2005,17,1853878,180,11068,14122140,312,83,9,3,230,37,8,1,0,"IL","C",5,5,3,1.27777777777778,0.0444444444444445,0.205555555555555,0.00555555555555556,0.05,0
"77295",2023,2005,18,1856190,88,11156,14133492,249,1020,7,3,145,999,2,2,0,"IL","C",5,5,3,1.64772727272727,0.0227272727272727,11.3522727272727,0.0227272727272727,0.0454545454545455,0
"77295",2024,2005,19,1918860,482,11638,14595439,3706,4382,71,59,3041,4121,27,34,0,"IL","C",5,5,3,6.30912863070539,0.0560165975103735,8.54979253112033,0.0705394190871369,0.12655601659751,0
"77296",2005,2005,0,49319,273,273,378205,597,832,28,21,270,616,13,10,0,"IL","C",5,5,3,0.989010989010989,0.0476190476190476,2.25641025641026,0.0366300366300366,0.0842490842490843,0
"77296",2006,2005,1,217214,941,1214,1663189,2615,3010,84,69,1664,2388,32,32,0,"IL","C",5,5,3,1.76833156216791,0.0340063761955367,2.53772582359192,0.0340063761955367,0.0680127523910733,0
"77296",2007,2005,2,396347,1005,2219,3032331,2424,4762,65,86,1727,4016,22,39,0,"IL","C",5,5,3,1.718407960199,0.0218905472636816,3.99601990049751,0.0388059701492537,0.0606965174129353,0
"77296",2008,2005,3,567874,979,3198,4333970,4048,4000,118,75,2817,3321,38,31,0,"IL","C",5,5,3,2.87742594484167,0.0388151174668029,3.39223697650664,0.0316649642492339,0.0704800817160368,0
"77296",2009,2005,4,718633,892,4090,5476375,2201,1582,74,37,1525,1198,36,14,0,"IL","C",5,5,3,1.70964125560538,0.0403587443946188,1.34304932735426,0.015695067264574,0.0560538116591928,0
"77296",2010,2005,5,861635,837,4927,6561128,1369,924,51,27,956,585,28,5,0,"IL","C",5,5,3,1.14217443249701,0.033452807646356,0.698924731182796,0.00597371565113501,0.039426523297491,0
"77296",2011,2005,6,1009713,929,5856,7679858,2634,1763,92,50,1806,1234,44,20,0,"IL","C",5,5,3,1.94402583423035,0.0473627556512379,1.32831001076426,0.0215285252960172,0.0688912809472551,0
"77296",2012,2005,7,1173317,963,6819,8922946,3241,4408,133,102,1837,3416,54,40,0,"IL","C",5,5,3,1.90758047767394,0.0560747663551402,3.5472481827622,0.0415368639667705,0.0976116303219107,0
"77296",2013,2005,8,1323205,912,7731,10061750,2813,4610,109,93,1755,3961,40,49,0,"IL","C",5,5,3,1.92434210526316,0.043859649122807,4.34320175438596,0.0537280701754386,0.0975877192982456,0
"77296",2014,2005,9,1481337,922,8653,11274527,3308,4909,125,108,2219,3993,61,48,0,"IL","C",5,5,3,2.40672451193059,0.0661605206073753,4.33080260303688,0.052060737527115,0.11822125813449,0
"77296",2015,2005,10,1580414,576,9229,12034396,2386,3560,89,72,1504,3016,42,36,0,"IL","C",5,5,3,2.61111111111111,0.0729166666666667,5.23611111111111,0.0625,0.135416666666667,0
"77296",2018,2005,13,1700349,787,10016,12958196,2290,7704,65,95,1755,7154,27,50,1,"IL","C",5,5,3,2.2299872935197,0.0343074968233799,9.09021601016518,0.0635324015247776,0.0978398983481576,9.98402555910543e-05
"77296",2019,2005,14,1837724,958,10974,14002433,2836,7657,68,116,2255,7100,27,70,0,"IL","C",5,5,3,2.35386221294363,0.0281837160751566,7.41127348643006,0.0730688935281837,0.10125260960334,0
"77296",2020,2005,15,1866070,171,11145,14218606,503,604,7,8,461,546,3,5,0,"IL","C",5,5,3,2.69590643274854,0.0175438596491228,3.19298245614035,0.0292397660818713,0.0467836257309941,0
"77296",2021,2005,16,1907178,305,11450,14524695,404,1531,24,26,142,1347,9,13,0,"IL","C",5,5,3,0.465573770491803,0.0295081967213115,4.41639344262295,0.0426229508196721,0.0721311475409836,0
"77296",2022,2005,17,2064152,1170,12620,15697507,4558,6496,128,107,3385,5887,60,60,0,"IL","C",5,5,3,2.89316239316239,0.0512820512820513,5.03162393162393,0.0512820512820513,0.102564102564103,0
"77296",2023,2005,18,2179647,944,13564,16561793,5161,8395,154,130,3741,7713,72,72,0,"IL","C",5,5,3,3.96292372881356,0.076271186440678,8.17055084745763,0.076271186440678,0.152542372881356,0
"77296",2024,2005,19,2180554,34,13598,16566179,51,7,2,1,0,0,0,1,0,"IL","C",5,5,3,0,0,0,0.0294117647058823,0.0294117647058823,0
"7729A",2015,2006,9,173862,1700,1700,1280741,5072,9130,232,248,3169,6928,113,112,8,"TX","2",5,5,1,1.86411764705882,0.0664705882352941,4.07529411764706,0.0658823529411765,0.132352941176471,0.00470588235294118
"7729A",2016,2006,10,352393,1769,3469,2576974,5220,8104,204,241,3710,5595,99,104,9,"TX","2",5,5,1,2.09723007348785,0.0559638213680045,3.16280384397965,0.0587902769926512,0.114754098360656,0.00259440761026232
"7729A",2017,2006,11,524035,1759,5228,3820142,4904,9877,210,259,3351,7473,88,113,7,"TX","2",5,5,1,1.90505969300739,0.0500284252416146,4.2484366117112,0.0642410460488914,0.114269471290506,0.0013389441469013
"7729A",2018,2006,12,671961,1598,6826,4881749,4402,5851,163,175,3080,4171,72,73,4,"TX","2",5,5,1,1.92740926157697,0.0450563204005006,2.61013767209011,0.0456821026282854,0.090738423028786,0.000585994726047466
"7729A",2019,2006,13,847968,1960,8786,6147889,5159,9177,215,215,3158,7242,101,88,13,"TX","2",5,5,1,1.61122448979592,0.051530612244898,3.69489795918367,0.0448979591836735,0.0964285714285714,0.00147962667880719
"7729A",2020,2006,14,962328,1206,9992,6974751,1390,1379,48,39,958,1045,20,19,4,"TX","2",5,5,1,0.794361525704809,0.0165837479270315,0.866500829187396,0.0157545605306799,0.0323383084577114,0.000400320256204964
"7729A",2021,2006,15,1094847,1319,11311,7951664,4695,6569,196,185,2713,4618,78,81,16,"TX","2",5,5,1,2.05686125852919,0.0591357088703563,3.50113722517058,0.0614101592115239,0.12054586808188,0.00141455220581735
"7729A",2022,2006,16,1215226,1298,12609,8828768,5515,7366,214,207,3531,5232,99,87,8,"TX","2",5,5,1,2.72033898305085,0.076271186440678,4.03081664098613,0.0670261941448382,0.143297380585516,0.000634467443889285
"7729A",2023,2006,17,1362258,1577,14186,9882798,5165,10239,209,253,3367,7926,107,119,2,"TX","2",5,5,1,2.13506658211795,0.067850348763475,5.02599873176918,0.0754597336715282,0.143310082435003,0.000140984068800226
"7729A",2024,2006,18,1418033,568,14754,10287153,1786,3697,76,88,1076,3015,31,44,1,"TX","2",5,5,1,1.8943661971831,0.0545774647887324,5.3080985915493,0.0774647887323944,0.132042253521127,6.7778229632642e-05
"772AN",2018,1999,19,26911,91,91,233678,826,1916,15,8,716,1877,6,6,2,"TX","2",5,5,3,7.86813186813187,0.0659340659340659,20.6263736263736,0.0659340659340659,0.131868131868132,0.021978021978022
"772AN",2019,1999,20,68462,146,237,586512,1518,200,25,4,1316,185,14,3,0,"TX","2",5,5,3,9.01369863013699,0.0958904109589041,1.26712328767123,0.0205479452054795,0.116438356164384,0
"772AN",2020,1999,21,91608,88,325,779159,876,251,16,6,716,204,5,2,0,"TX","2",5,5,3,8.13636363636364,0.0568181818181818,2.31818181818182,0.0227272727272727,0.0795454545454545,0
"772AN",2021,1999,22,164142,320,645,1387522,2932,1898,54,21,2554,1775,23,13,0,"TX","2",5,5,3,7.98125,0.071875,5.546875,0.040625,0.1125,0
"772AN",2022,1999,23,176729,70,715,1492973,387,69,5,2,362,54,3,1,1,"TX","2",5,5,3,5.17142857142857,0.0428571428571429,0.771428571428571,0.0142857142857143,0.0571428571428571,0.0013986013986014
"772AN",2023,1999,24,192461,86,801,1621285,596,155,12,2,441,155,4,2,1,"TX","2",5,5,3,5.12790697674419,0.0465116279069767,1.80232558139535,0.0232558139534884,0.0697674418604651,0.00124843945068664
"772AN",2024,1999,25,199651,43,844,1678401,92,440,9,6,0,398,3,1,0,"TX","2",5,5,3,0,0.0697674418604651,9.25581395348837,0.0232558139534884,0.0930232558139535,0
"772SK",2006,2005,1,152542,1809,1809,1069414,8381,8918,201,126,6067,8097,77,59,0,"UT","S",5,5,3,3.35378662244334,0.0425649530127142,4.4759535655058,0.0326147042564953,0.0751796572692095,0
"772SK",2007,2005,2,311390,1821,3630,2176358,8181,14002,200,218,6040,12853,83,130,0,"UT","S",5,5,3,3.31685886875343,0.0455793520043932,7.05820977484898,0.071389346512905,0.116968698517298,0
"772SK",2008,2005,3,457576,1584,5214,3224176,3610,8047,112,173,2542,6430,43,74,10,"UT","S",5,5,3,1.60479797979798,0.0271464646464647,4.05934343434343,0.0467171717171717,0.0738636363636364,0.00191791331031837
"772SK",2009,2005,4,619433,1730,6944,4368533,3659,7311,102,161,2734,5844,39,65,6,"UT","S",5,5,3,1.58034682080925,0.0225433526011561,3.37803468208093,0.0375722543352601,0.0601156069364162,0.00086405529953917
"772SK",2010,2005,5,784081,1800,8744,5544479,4225,9069,129,202,3083,7453,55,87,9,"UT","S",5,5,3,1.71277777777778,0.0305555555555556,4.14055555555556,0.0483333333333333,0.0788888888888889,0.00102927721866423
"772SK",2011,2005,6,940427,1500,10244,6684376,5486,7676,120,173,4499,6413,52,88,8,"UT","S",5,5,3,2.99933333333333,0.0346666666666667,4.27533333333333,0.0586666666666667,0.0933333333333333,0.000780944943381492
"772SK",2012,2005,7,1100111,1567,11811,7842207,4752,7289,143,195,3613,5561,66,99,6,"UT","S",5,5,3,2.30567964262923,0.0421186981493299,3.54881940012763,0.0631780472239949,0.105296745373325,0.000508001016002032
"772SK",2013,2005,8,1256904,1625,13436,8965363,6436,8804,180,228,4961,6645,75,99,6,"UT","S",5,5,3,3.05292307692308,0.0461538461538462,4.08923076923077,0.0609230769230769,0.107076923076923,0.000446561476629949
"772SK",2014,2005,9,1398506,1478,14914,10015674,5799,10112,160,242,4352,8094,71,117,15,"UT","S",5,5,3,2.94451962110961,0.0480378890392422,5.47631935047361,0.0791610284167794,0.127198917456022,0.00100576639399222
"772SK",2015,2005,10,1530638,1438,16352,10965884,7982,10480,145,228,6867,8866,65,122,7,"UT","S",5,5,3,4.77538247566064,0.045201668984701,6.16550764951321,0.0848400556328234,0.130041724617524,0.000428082191780822
"772SK",2016,2005,11,1644957,1351,17703,11766538,6183,6650,83,106,5611,5885,41,60,4,"UT","S",5,5,3,4.15321983715766,0.0303478904515174,4.3560325684678,0.0444115470022206,0.074759437453738,0.000225950403886347
"772SK",2017,2005,12,1758791,1515,19218,12527250,6634,4312,87,94,5805,3505,29,45,5,"UT","S",5,5,3,3.83168316831683,0.0191419141914191,2.31353135313531,0.0297029702970297,0.0488448844884488,0.000260172754709127
"772SK",2018,2005,13,1893966,1856,21074,13415008,7066,8294,91,160,6544,7084,52,81,0,"UT","S",5,5,3,3.52586206896552,0.0280172413793103,3.81681034482759,0.0436422413793104,0.0716594827586207,0
"772SK",2019,2005,14,1994076,1418,22492,14071491,11554,11840,121,198,10950,10555,65,97,9,"UT","S",5,5,3,7.72214386459803,0.0458392101551481,7.44358251057828,0.0684062059238364,0.114245416078985,0.00040014227280811
"772SK",2020,2005,15,2074211,1141,23633,14633355,2666,3946,53,50,2150,3661,24,22,0,"UT","S",5,5,3,1.88431200701139,0.021034180543383,3.20858895705521,0.0192813321647677,0.0403155127081507,0
"772SK",2021,2005,16,2157609,1037,24670,15200393,5746,8017,67,86,5260,7733,35,51,5,"UT","S",5,5,3,5.07232401157184,0.0337512054001929,7.45708775313404,0.0491803278688525,0.0829315332690453,0.000202675314146737
"772SK",2022,2005,17,2231007,1014,25684,15682979,11545,9471,110,72,10686,9221,45,36,0,"UT","S",5,5,3,10.5384615384615,0.0443786982248521,9.09368836291913,0.0355029585798817,0.0798816568047337,0
"772SK",2023,2005,18,2327421,1383,27067,16308964,13163,7424,141,81,12205,7082,71,57,0,"UT","S",5,5,3,8.82501807664497,0.0513376717281273,5.12075198843095,0.0412147505422994,0.0925524222704266,0
"772SK",2024,2005,19,2374477,664,27731,16613622,5912,810,79,15,5262,724,29,6,0,"UT","S",5,5,3,7.92469879518072,0.0436746987951807,1.09036144578313,0.00903614457831325,0.052710843373494,0
"772UA",1995,1995,0,14500,100,100,116330,0,0,0,0,0,0,0,0,0,"IL","C",5,5,3,0,0,0,0,0,0
"772UA",1996,1995,1,66169,345,445,532753,0,0,0,0,0,0,0,0,0,"IL","C",5,5,3,0,0,0,0,0,0
"772UA",1997,1995,2,113382,319,764,914676,0,0,0,0,0,0,0,0,0,"IL","C",5,5,3,0,0,0,0,0,0
"772UA",1998,1995,3,177134,399,1163,1432560,0,0,0,0,0,0,0,0,0,"IL","C",5,5,3,0,0,0,0,0,0
"772UA",1999,1995,4,237459,404,1567,1916091,0,0,0,0,0,0,0,0,0,"IL","C",5,5,3,0,0,0,0,0,0
"772UA",2000,1995,5,298876,384,1951,2415996,0,0,0,0,0,0,0,0,0,"IL","C",5,5,3,0,0,0,0,0,0
"772UA",2002,1995,7,355452,305,2256,2880593,0,0,0,0,0,0,0,0,0,"IL","C",5,5,3,0,0,0,0,0,0
"772UA",2003,1995,8,392202,212,2468,3177245,696,309,15,5,584,274,6,2,0,"IL","C",5,5,3,2.75471698113207,0.0283018867924528,1.29245283018868,0.00943396226415094,0.0377358490566038,0
"772UA",2004,1995,9,445751,314,2782,3607967,1034,396,22,11,753,277,7,5,0,"IL","C",5,5,3,2.39808917197452,0.0222929936305733,0.882165605095541,0.0159235668789809,0.0382165605095541,0
"772UA",2005,1995,10,482939,233,3015,3900215,1792,629,38,13,1333,550,16,5,0,"IL","C",5,5,3,5.72103004291846,0.0686695278969957,2.36051502145923,0.0214592274678112,0.0901287553648069,0
"772UA",2006,1995,11,531901,277,3292,4295748,1108,649,33,11,748,632,13,6,0,"IL","C",5,5,3,2.70036101083033,0.0469314079422383,2.28158844765343,0.0216606498194946,0.0685920577617329,0
"772UA",2007,1995,12,568762,210,3502,4592894,845,750,24,12,564,686,8,6,0,"IL","C",5,5,3,2.68571428571429,0.0380952380952381,3.26666666666667,0.0285714285714286,0.0666666666666667,0
"772UA",2008,1995,13,600609,189,3691,4844499,1694,1490,30,14,1426,1447,15,10,0,"IL","C",5,5,3,7.54497354497355,0.0793650793650794,7.65608465608466,0.0529100529100529,0.132275132275132,0
"772UA",2009,1995,14,634160,195,3886,5112431,942,578,24,7,724,555,14,4,1,"IL","C",5,5,3,3.71282051282051,0.0717948717948718,2.84615384615385,0.0205128205128205,0.0923076923076923,0.000257334019557386
"772UA",2010,1995,15,671273,193,4079,5413892,921,1078,18,15,770,957,10,7,0,"IL","C",5,5,3,3.98963730569948,0.0518134715025907,4.95854922279793,0.0362694300518135,0.0880829015544041,0
"772UA",2011,1995,16,694915,120,4199,5605706,991,174,19,3,795,154,5,1,0,"IL","C",5,5,3,6.625,0.0416666666666667,1.28333333333333,0.00833333333333333,0.05,0
"772UA",2012,1995,17,753772,198,4397,6105355,1682,126,43,4,1170,106,18,2,0,"IL","C",5,5,3,5.90909090909091,0.0909090909090909,0.535353535353535,0.0101010101010101,0.101010101010101,0
"772UA",2013,1995,18,913247,407,4804,7503389,3813,439,92,16,2811,310,41,7,0,"IL","C",5,5,3,6.90663390663391,0.100737100737101,0.761670761670762,0.0171990171990172,0.117936117936118,0
"772UA",2014,1995,19,1082698,475,5279,8990839,4685,1162,94,14,3771,1089,38,5,2,"IL","C",5,5,3,7.93894736842105,0.08,2.29263157894737,0.0105263157894737,0.0905263157894737,0.000378859632506156
"772UA",2015,1995,20,1280536,533,5812,10742232,4346,1107,87,14,3429,989,38,7,0,"IL","C",5,5,3,6.43339587242026,0.0712945590994371,1.85553470919325,0.0131332082551595,0.0844277673545966,0
"772UA",2016,1995,21,1489119,596,6408,12571904,4683,970,86,22,3844,772,37,10,0,"IL","C",5,5,3,6.4496644295302,0.0620805369127517,1.29530201342282,0.0167785234899329,0.0788590604026846,0
"772UA",2017,1995,22,1675030,650,7058,14176505,4983,2894,83,25,4174,2765,28,11,0,"IL","C",5,5,3,6.42153846153846,0.0430769230769231,4.25384615384615,0.0169230769230769,0.06,0
"772UA",2018,1995,23,1840891,554,7612,15610594,3746,1124,71,19,3031,1017,34,9,0,"IL","C",5,5,3,5.47111913357401,0.0613718411552346,1.83574007220217,0.0162454873646209,0.0776173285198556,0
"772UA",2019,1995,24,2054437,742,8354,17458343,2679,2513,74,31,1786,2377,20,15,0,"IL","C",5,5,3,2.40700808625337,0.0269541778975741,3.20350404312669,0.0202156334231806,0.0471698113207547,0
"772UA",2020,1995,25,2157737,444,8798,18334122,1343,404,23,8,1172,363,11,5,0,"IL","C",5,5,3,2.63963963963964,0.0247747747747748,0.817567567567568,0.0112612612612613,0.036036036036036,0
"772UA",2021,1995,26,2171125,62,8860,18448836,41,22,3,1,0,0,0,0,1,"IL","C",5,5,3,0,0,0,0,0,0.000112866817155756
"772UA",2022,1995,27,2232303,259,9119,18965533,1775,1168,40,12,1424,1084,15,4,0,"IL","C",5,5,3,5.4980694980695,0.0579150579150579,4.18532818532818,0.0154440154440154,0.0733590733590734,0
"772UA",2023,1995,28,2410884,749,9868,20472465,7987,3632,135,62,6676,3178,56,25,0,"IL","C",5,5,3,8.913217623498,0.0747663551401869,4.24299065420561,0.0333778371161549,0.108144192256342,0
"772UA",2024,1995,29,2488755,287,10155,21136456,965,2234,29,22,614,2189,12,14,0,"IL","C",5,5,3,2.13937282229965,0.0418118466898955,7.62717770034843,0.0487804878048781,0.0905923344947735,0
"772XF",2019,2003,16,113340,1185,1185,805182,4181,6762,121,114,3096,5958,56,51,9,"DE","1",5,5,3,2.6126582278481,0.0472573839662447,5.02784810126582,0.0430379746835443,0.090295358649789,0.00759493670886076
"772XF",2020,2003,17,224175,1129,2314,1614749,3795,2907,50,35,3450,2622,25,12,4,"DE","1",5,5,3,3.05580159433127,0.0221434898139947,2.32240921169176,0.0106288751107175,0.0327723649247121,0.0017286084701815
"772XF",2021,2003,18,348274,1185,3499,2528558,6409,6706,160,125,5069,5848,70,57,26,"DE","1",5,5,3,4.27763713080169,0.0590717299578059,4.93502109704641,0.0481012658227848,0.107172995780591,0.00743069448413833
"772XF",2022,2003,19,481926,1484,4983,3476305,10010,11535,227,220,8333,9825,106,95,22,"DE","1",5,5,3,5.61522911051213,0.0714285714285714,6.62061994609164,0.0640161725067386,0.13544474393531,0.00441501103752759
"772XF",2023,2003,20,620280,1572,6555,4425967,8983,14339,200,211,7622,12888,92,107,2,"DE","1",5,5,3,4.84860050890585,0.0585241730279898,8.19847328244275,0.0680661577608142,0.126590330788804,0.00030511060259344
"772XF",2024,2003,21,688342,725,7280,4894336,4231,10776,122,160,3389,9847,62,79,1,"DE","1",5,5,3,4.67448275862069,0.0855172413793103,13.5820689655172,0.108965517241379,0.19448275862069,0.000137362637362637
"7730A",2012,2006,6,113444,1056,1056,820185,3645,5742,129,154,2484,4376,59,62,2,"TX","2",5,5,3,2.35227272727273,0.0558712121212121,4.14393939393939,0.0587121212121212,0.114583333333333,0.00189393939393939
"7730A",2013,2006,7,320694,2054,3110,2305692,5679,12836,324,367,2708,9178,146,161,5,"TX","2",5,5,3,1.31840311587147,0.071080817916261,4.46835443037975,0.0783836416747809,0.149464459591042,0.00160771704180064
"7730A",2014,2006,8,515088,1943,5053,3709924,7021,11289,317,331,4352,8191,136,147,15,"TX","2",5,5,3,2.23983530622748,0.0699948533196088,4.21564590838909,0.0756562017498713,0.14565105506948,0.00296853354442905
"7730A",2015,2006,9,720570,1986,7039,5215688,5768,10424,223,252,3622,8245,96,127,6,"TX","2",5,5,3,1.82376636455186,0.0483383685800604,4.1515609264854,0.0639476334340383,0.112286002014099,0.000852393805938344
"7730A",2016,2006,10,918493,1986,9025,6663815,4591,8772,200,234,3007,6776,95,112,11,"TX","2",5,5,3,1.51409869083585,0.0478348439073515,3.41188318227593,0.0563947633434038,0.104229607250755,0.00121883656509695
"7730A",2017,2006,11,1121486,2114,11139,8116840,5710,10088,246,306,3810,7099,120,132,8,"TX","2",5,5,3,1.80227057710501,0.0567644276253548,3.35808893093661,0.0624408703878903,0.119205298013245,0.000718197324714965
"7730A",2018,2006,12,1301586,1942,13081,9402368,6208,12679,256,289,4026,10407,127,143,10,"TX","2",5,5,3,2.07312049433574,0.0653964984552008,5.35890834191555,0.0736354273944387,0.13903192584964,0.000764467548352572
"7730A",2019,2006,13,1469256,1867,14948,10602735,4805,6115,181,181,3267,4279,93,71,17,"TX","2",5,5,3,1.74986609534012,0.049812533476165,2.29191215854312,0.0380289234065345,0.0878414568826995,0.00113727588975114
"7730A",2020,2006,14,1596404,1354,16302,11535041,1795,1266,45,33,1454,914,23,14,9,"TX","2",5,5,3,1.0738552437223,0.01698670605613,0.675036927621861,0.0103397341211226,0.0273264401772526,0.000552079499447921
"7730A",2021,2006,15,1770746,1753,18055,12799845,8377,8840,276,244,5707,6701,113,117,8,"TX","2",5,5,3,3.25556189389618,0.0644609241300628,3.82258984597832,0.0667427267541358,0.131203650884198,0.000443090556632512
"7730A",2022,2006,16,1929812,1742,19797,13952694,7297,8720,275,252,4830,6248,121,101,17,"TX","2",5,5,3,2.77267508610792,0.0694603903559127,3.58668197474168,0.0579793340987371,0.12743972445465,0.000858715967065717
"7730A",2023,2006,17,2102626,1861,21658,15179224,5142,8499,218,255,3283,6387,91,124,3,"TX","2",5,5,3,1.76410531972058,0.0488984416980118,3.43202579258463,0.0666308436324557,0.115529285330467,0.000138516945239634
"7730A",2024,2006,18,2198428,993,22651,15866621,4075,5670,142,147,2900,4309,65,65,3,"TX","2",5,5,3,2.92044310171198,0.0654582074521652,4.33937562940584,0.0654582074521652,0.13091641490433,0.000132444483687254
"7731A",2015,2006,9,179647,1787,1787,1309126,5886,9022,185,216,4521,7420,72,106,3,"TX","2",5,5,3,2.52993844432009,0.0402909904868495,4.15221040850588,0.0593172915500839,0.0996082820369334,0.00167879127028539
"7731A",2016,2006,10,346494,1689,3476,2528574,3905,8101,168,204,2363,6100,67,89,13,"TX","2",5,5,3,1.39905269390172,0.039668442865601,3.61160449970397,0.0526939017169923,0.0923623445825933,0.00373993095512083
"7731A",2017,2006,11,508090,1702,5178,3707983,4920,7659,197,203,3189,5749,95,82,12,"TX","2",5,5,3,1.87367802585194,0.0558166862514689,3.37779083431257,0.0481786133960047,0.103995299647474,0.00231749710312862
"7731A",2018,2006,12,662644,1655,6833,4819558,4846,8297,193,210,3437,6287,90,89,4,"TX","2",5,5,3,2.07673716012085,0.054380664652568,3.7987915407855,0.0537764350453172,0.108157099697885,0.000585394409483389
"7731A",2019,2006,13,834867,1901,8734,6069795,6794,9664,237,251,4787,7445,105,108,14,"TX","2",5,5,3,2.51814834297738,0.0552340873224619,3.91635981062599,0.0568122041031036,0.112046291425566,0.00160293107396382
"7731A",2020,2006,14,944153,1143,9877,6858610,1265,1104,39,36,986,809,18,14,3,"TX","2",5,5,3,0.862642169728784,0.015748031496063,0.707786526684165,0.0122484689413823,0.0279965004374453,0.00030373595221221
"7731A",2021,2006,15,1080340,1386,11263,7861545,6653,10810,252,241,4598,8864,121,115,8,"TX","2",5,5,3,3.31746031746032,0.0873015873015873,6.39538239538239,0.082972582972583,0.17027417027417,0.000710290331172867
"7731A",2022,2006,16,1216062,1503,12766,8851862,6953,10962,280,286,4326,8427,114,143,18,"TX","2",5,5,3,2.87824351297405,0.0758483033932136,5.60678642714571,0.0951430472388556,0.170991350632069,0.00140999530001567
"7731A",2023,2006,17,1377688,1752,14518,10017286,5180,10064,218,295,3216,7035,97,111,4,"TX","2",5,5,3,1.83561643835616,0.055365296803653,4.01541095890411,0.0633561643835616,0.118721461187215,0.000275520044083207
"7731A",2024,2006,18,1443590,701,15219,10493177,2787,4442,99,112,1821,3457,45,48,2,"TX","2",5,5,3,2.59771754636234,0.0641940085592011,4.93152639087019,0.0684736091298146,0.132667617689016,0.000131414679019646
"7732A",2012,2006,6,94770,879,879,686084,3154,6820,129,148,2104,5619,60,66,3,"TX","2",5,5,3,2.39362912400455,0.068259385665529,6.39249146757679,0.0750853242320819,0.143344709897611,0.00341296928327645
"7732A",2013,2006,7,307142,2061,2940,2209208,6850,13643,336,380,3984,9910,153,146,3,"TX","2",5,5,3,1.93304221251819,0.074235807860262,4.8083454633673,0.0708393983503154,0.145075206210577,0.00102040816326531
"7732A",2014,2006,8,504909,1935,4875,3626864,6952,12404,318,373,4131,9102,136,166,8,"TX","2",5,5,3,2.13488372093023,0.0702842377260982,4.70387596899225,0.0857881136950904,0.156072351421189,0.00164102564102564
"7732A",2015,2006,9,707452,2009,6884,5105614,6619,11502,247,270,4455,9336,120,129,11,"TX","2",5,5,3,2.21752115480338,0.0597312095569935,4.6470881035341,0.064211050273768,0.123942259830762,0.0015979081929111
"7732A",2016,2006,10,902925,1882,8766,6535804,5011,8817,173,213,3593,6989,77,91,8,"TX","2",5,5,3,1.90913921360255,0.040913921360255,3.71360255047821,0.0483528161530287,0.0892667375132837,0.000912616929044034
"7732A",2017,2006,11,1101539,2095,10861,7968004,6119,11692,275,314,3798,8707,125,137,5,"TX","2",5,5,3,1.81288782816229,0.0596658711217184,4.15608591885442,0.0653937947494033,0.125059665871122,0.000460362765859497
